NACE,EuralCode,AG
4222,170405,F
4222,190102,F
4222,101206,F
4222,191001,F
4222,191202,F
4222,100210,F
4222,160117,F
4222,170402,F
4222,170401,F
4222,170403,F
4222,110501,F
4222,120103,F
4222,120104,F
4222,170404,F
4222,170406,F
4222,191002,F
4222,191203,F
4222,160118,F
4222,170411,F
4222,150104,F
4222,170407,F
4222,020110,F
4222,200140,F
4222,020104,F
4222,150102,F
4222,120105,F
4222,170203,F
4222,191204,F
4222,070213,F
4222,160119,F
4222,200139,F
4222,030105,F
4222,030101,F
4222,030301,F
4222,150103,F
4222,170201,F
4222,191207,F
4222,030104,F
4222,200138,F
4222,200137,F
4222,191206,F
4222,170101,F
4222,170102,F
4222,170103,F
4222,170107,F
4222,170508,F
4222,170802,F
4222,170302,F
4222,170604,F
4222,170904,F
4222,170106,F
4222,170507,F
4222,170801,F
4222,170301,F
4222,170303,F
4222,170204,F
4222,170603,F
4222,170901,F
4222,170903,F
4222,170504,F
4222,200202,F
4222,050105,F
4222,170503,F
4291,120101,F
4291,120102,F
4291,170405,F
4291,190102,F
4291,101206,F
4291,191001,F
4291,191202,F
4291,100210,F
4291,160117,F
4291,170402,F
4291,170401,F
4291,170403,F
4291,110501,F
4291,120103,F
4291,120104,F
4291,170404,F
4291,170406,F
4291,191002,F
4291,191203,F
4291,160118,F
4291,170411,F
4291,150104,F
4291,170407,F
4291,020110,F
4291,200140,F
4291,020104,F
4291,150102,F
4291,120105,F
4291,170203,F
4291,191204,F
4291,070213,F
4291,160119,F
4291,200139,F
4291,030105,F
4291,030101,F
4291,030301,F
4291,150103,F
4291,170201,F
4291,191207,F
4291,030104,F
4291,200138,F
4291,200137,F
4291,191206,F
4291,170101,F
4291,170102,F
4291,170103,F
4291,170107,F
4291,170508,F
4291,170802,F
4291,170302,F
4291,170604,F
4291,170904,F
4291,170106,F
4291,170507,F
4291,170801,F
4291,170301,F
4291,170303,F
4291,170204,F
4291,170603,F
4291,170901,F
4291,170903,F
4291,170504,F
4291,200202,F
4291,050105,F
4291,170503,F
4299,120101,F
4299,120102,F
4299,170405,F
4299,190102,F
4299,101206,F
4299,191001,F
4299,191202,F
4299,100210,F
4299,160117,F
4299,170402,F
4299,170401,F
4299,170403,F
4299,110501,F
4299,120103,F
4299,120104,F
4299,170404,F
4299,170406,F
4299,191002,F
4299,191203,F
4299,160118,F
4299,170411,F
4299,150104,F
4299,170407,F
4299,020110,F
4299,200140,F
4299,020104,F
4299,150102,F
4299,120105,F
4299,170203,F
4299,191204,F
4299,070213,F
4299,160119,F
4299,200139,F
4299,030105,F
4299,030101,F
4299,030301,F
4299,150103,F
4299,170201,F
4299,191207,F
4299,030104,F
4299,200138,F
4299,200137,F
4299,191206,F
4299,170101,F
4299,170102,F
4299,170103,F
4299,170107,F
4299,170508,F
4299,170802,F
4299,170302,F
4299,170604,F
4299,170904,F
4299,170106,F
4299,170507,F
4299,170801,F
4299,170301,F
4299,170303,F
4299,170204,F
4299,170603,F
4299,170901,F
4299,170903,F
4299,170504,F
4299,200202,F
4299,050105,F
4299,170503,F
4311,120101,F
4311,120102,F
4311,170405,F
4311,190102,F
4311,101206,F
4311,191001,F
4311,191202,F
4311,100210,F
4311,160117,F
4311,170402,F
4311,170401,F
4311,170403,F
4311,110501,F
4311,120103,F
4311,120104,F
4311,170404,F
4311,170406,F
4311,191002,F
4311,191203,F
4311,160118,F
4311,170411,F
4311,150104,F
4311,170407,F
4311,020110,F
4311,200140,F
4311,020104,F
4311,150102,F
4311,120105,F
4311,170203,F
4311,191204,F
4311,070213,F
4311,160119,F
4311,200139,F
4311,030105,F
4311,030101,F
4311,030301,F
4311,150103,F
4311,170201,F
4311,191207,F
4311,030104,F
4311,200138,F
4311,200137,F
4311,191206,F
4311,170101,F
4311,170102,F
4311,170103,F
4311,170107,F
4311,170508,F
4311,170802,F
4311,170302,F
4311,170604,F
4311,170904,F
4311,170106,F
4311,170507,F
4311,170801,F
4311,170301,F
4311,170303,F
4311,170204,F
4311,170603,F
4311,170901,F
4311,170903,F
4312,120101,F
4312,120102,F
4312,170405,F
4312,190102,F
4312,101206,F
4312,191001,F
4312,191202,F
4312,100210,F
4312,160117,F
4312,170402,F
4312,170401,F
4312,170403,F
4312,110501,F
4312,120103,F
4312,120104,F
4312,170404,F
4312,170406,F
4312,191002,F
4312,191203,F
4312,160118,F
4312,170411,F
4312,150104,F
4312,170407,F
4312,020110,F
4312,200140,F
4312,020104,F
4312,150102,F
4312,120105,F
4312,170203,F
4312,191204,F
4312,070213,F
4312,160119,F
4312,200139,F
4312,030105,F
4312,030101,F
4312,030301,F
4312,150103,F
4312,170201,F
4312,191207,F
4312,030104,F
4312,200138,F
4312,200137,F
4312,191206,F
4312,170101,F
4312,170102,F
4312,170103,F
4312,170107,F
4312,170508,F
4312,170802,F
4312,170302,F
4312,170604,F
4312,170904,F
4312,170106,F
4312,170507,F
4312,170801,F
4312,170301,F
4312,170303,F
4312,170204,F
4312,170603,F
4312,170901,F
4312,170903,F
4313,120101,F
4313,120102,F
4313,170405,F
4313,190102,F
4313,101206,F
4313,191001,F
4313,191202,F
4313,100210,F
4313,160117,F
4313,170402,F
4313,170401,F
4313,170403,F
4313,110501,F
4313,120103,F
4313,120104,F
4313,170404,F
4313,170406,F
4313,191002,F
4313,191203,F
4313,160118,F
4313,170411,F
4313,150104,F
4313,170407,F
4313,020110,F
4313,200140,F
4313,020104,F
4313,150102,F
4313,120105,F
4313,170203,F
4313,191204,F
4313,070213,F
4313,160119,F
4313,200139,F
4313,030105,F
4313,030101,F
4313,030301,F
4313,150103,F
4313,170201,F
4313,191207,F
4313,030104,F
4313,200138,F
4313,200137,F
4313,191206,F
4313,170101,F
4313,170102,F
4313,170103,F
4313,170107,F
4313,170508,F
4313,170802,F
4313,170302,F
4313,170604,F
4313,170904,F
4313,170106,F
4313,170507,F
4313,170801,F
4313,170301,F
4313,170303,F
4313,170204,F
4313,170603,F
4313,170901,F
4313,170903,F
4321,120101,F
4321,120102,F
4321,170405,F
4321,190102,F
4321,101206,F
4321,191001,F
4321,191202,F
4321,100210,F
4321,160117,F
4321,170402,F
4321,170401,F
4321,170403,F
4321,110501,F
4321,120103,F
4321,120104,F
4321,170404,F
4321,170406,F
4321,191002,F
4321,191203,F
4321,160118,F
4321,170411,F
4321,150104,F
4321,170407,F
4321,020110,F
4321,200140,F
4321,020104,F
4321,150102,F
4321,120105,F
4321,170203,F
4321,191204,F
4321,070213,F
4321,160119,F
4321,200139,F
4321,030105,F
4321,030101,F
4321,030301,F
4321,150103,F
4321,170201,F
4321,191207,F
4321,030104,F
4321,200138,F
4321,200137,F
4321,191206,F
4321,170101,F
4321,170102,F
4321,170103,F
4321,170107,F
4321,170508,F
4321,170802,F
4321,170302,F
4321,170604,F
4321,170904,F
4321,170106,F
4321,170507,F
4321,170801,F
4321,170301,F
4321,170303,F
4321,170204,F
4321,170603,F
4321,170901,F
4321,170903,F
4322,120101,F
4322,120102,F
4322,170405,F
4322,190102,F
4322,101206,F
4322,191001,F
4322,191202,F
4322,100210,F
4322,160117,F
4322,170402,F
4322,170401,F
4322,170403,F
4322,110501,F
4322,120103,F
4322,120104,F
4322,170404,F
4322,170406,F
4322,191002,F
4322,191203,F
4322,160118,F
4322,170411,F
4322,150104,F
4322,170407,F
4322,020110,F
4322,200140,F
4322,020104,F
4322,150102,F
4322,120105,F
4322,170203,F
4322,191204,F
4322,070213,F
4322,160119,F
4322,200139,F
4322,030105,F
4322,030101,F
4322,030301,F
4322,150103,F
4322,170201,F
4322,191207,F
4322,030104,F
4322,200138,F
4322,200137,F
4322,191206,F
4322,170101,F
4322,170102,F
4322,170103,F
4322,170107,F
4322,170508,F
4322,170802,F
4322,170302,F
4322,170604,F
4322,170904,F
4322,170106,F
4322,170507,F
4322,170801,F
4322,170301,F
4322,170303,F
4322,170204,F
4322,170603,F
4322,170901,F
4322,170903,F
4329,120101,F
4329,120102,F
4329,170405,F
4329,190102,F
4329,101206,F
4329,191001,F
4329,191202,F
4329,100210,F
4329,160117,F
4329,170402,F
4329,170401,F
4329,170403,F
4329,110501,F
4329,120103,F
4329,120104,F
4329,170404,F
4329,170406,F
4329,191002,F
4329,191203,F
4329,160118,F
4329,170411,F
4329,150104,F
4329,170407,F
4329,020110,F
4329,200140,F
4329,020104,F
4329,150102,F
4329,120105,F
4329,170203,F
4329,191204,F
4329,070213,F
4329,160119,F
4329,200139,F
4329,030105,F
4329,030101,F
4329,030301,F
4329,150103,F
4329,170201,F
4329,191207,F
4329,030104,F
4329,200138,F
4329,200137,F
4329,191206,F
4329,170101,F
4329,170102,F
4329,170103,F
4329,170107,F
4329,170508,F
4329,170802,F
4329,170302,F
4329,170604,F
4329,170904,F
4329,170106,F
4329,170507,F
4329,170801,F
4329,170301,F
4329,170303,F
4329,170204,F
4329,170603,F
4329,170901,F
4329,170903,F
4331,120101,F
4331,120102,F
4331,170405,F
4331,190102,F
4331,101206,F
4331,191001,F
4331,191202,F
4331,100210,F
4331,160117,F
4331,170402,F
4331,170401,F
4331,170403,F
4331,110501,F
4331,120103,F
4331,120104,F
4331,170404,F
4331,170406,F
4331,191002,F
4331,191203,F
4331,160118,F
4331,170411,F
4331,150104,F
4331,170407,F
4331,020110,F
4331,200140,F
4331,020104,F
4331,150102,F
4331,120105,F
4331,170203,F
4331,191204,F
4331,070213,F
4331,160119,F
4331,200139,F
4331,030105,F
4331,030101,F
4331,030301,F
4331,150103,F
4331,170201,F
4331,191207,F
4331,030104,F
4331,200138,F
4331,200137,F
4331,191206,F
4331,170101,F
4331,170102,F
4331,170103,F
4331,170107,F
4331,170508,F
4331,170802,F
4331,170302,F
4331,170604,F
4331,170904,F
4331,170106,F
4331,170507,F
4331,170801,F
4331,170301,F
4331,170303,F
4331,170204,F
4331,170603,F
4331,170901,F
4331,170903,F
4332,120101,F
4332,120102,F
4332,170405,F
4332,190102,F
4332,101206,F
4332,191001,F
4332,191202,F
4332,100210,F
4332,160117,F
4332,170402,F
4332,170401,F
4332,170403,F
4332,110501,F
4332,120103,F
4332,120104,F
4332,170404,F
4332,170406,F
4332,191002,F
4332,191203,F
4332,160118,F
4332,170411,F
4332,150104,F
4332,170407,F
4332,020110,F
4332,200140,F
4332,020104,F
4332,150102,F
4332,120105,F
4332,170203,F
4332,191204,F
4332,070213,F
4332,160119,F
4332,200139,F
4332,030105,F
4332,030101,F
4332,030301,F
4332,150103,F
4332,170201,F
4332,191207,F
4332,030104,F
4332,200138,F
4332,200137,F
4332,191206,F
4332,170101,F
4332,170102,F
4332,170103,F
4332,170107,F
4332,170508,F
4332,170802,F
4332,170302,F
4332,170604,F
4332,170904,F
4332,170106,F
4332,170507,F
4332,170801,F
4332,170301,F
4332,170303,F
4332,170204,F
4332,170603,F
4332,170901,F
4332,170903,F
4333,120101,F
4333,120102,F
4333,170405,F
4333,190102,F
4333,101206,F
4333,191001,F
4333,191202,F
4333,100210,F
4333,160117,F
4333,170402,F
4333,170401,F
4333,170403,F
4333,110501,F
4333,120103,F
4333,120104,F
4333,170404,F
4333,170406,F
4333,191002,F
4333,191203,F
4333,160118,F
4333,170411,F
4333,150104,F
4333,170407,F
4333,020110,F
4333,200140,F
4333,020104,F
4333,150102,F
4333,120105,F
4333,170203,F
4333,191204,F
4333,070213,F
4333,160119,F
4333,200139,F
4333,030105,F
4333,030101,F
4333,030301,F
4333,150103,F
4333,170201,F
4333,191207,F
4333,030104,F
4333,200138,F
4333,200137,F
4333,191206,F
4333,170101,F
4333,170102,F
4333,170103,F
4333,170107,F
4333,170508,F
4333,170802,F
4333,170302,F
4333,170604,F
4333,170904,F
4333,170106,F
4333,170507,F
4333,170801,F
4333,170301,F
4333,170303,F
4333,170204,F
4333,170603,F
4333,170901,F
4333,170903,F
4334,120101,F
4334,120102,F
4334,170405,F
4334,190102,F
4334,101206,F
4334,191001,F
4334,191202,F
4334,100210,F
4334,160117,F
4334,170402,F
4334,170401,F
4334,170403,F
4334,110501,F
4334,120103,F
4334,120104,F
4334,170404,F
4334,170406,F
4334,191002,F
4334,191203,F
4334,160118,F
4334,170411,F
4334,150104,F
4334,170407,F
4334,020110,F
4334,200140,F
4334,020104,F
4334,150102,F
4334,120105,F
4334,170203,F
4334,191204,F
4334,070213,F
4334,160119,F
4334,200139,F
4334,030105,F
4334,030101,F
4334,030301,F
4334,150103,F
4334,170201,F
4334,191207,F
4334,030104,F
4334,200138,F
4334,200137,F
4334,191206,F
4334,170101,F
4334,170102,F
4334,170103,F
4334,170107,F
4334,170508,F
4334,170802,F
4334,170302,F
4334,170604,F
4334,170904,F
4334,170106,F
4334,170507,F
4334,170801,F
4334,170301,F
4334,170303,F
4334,170204,F
4334,170603,F
4334,170901,F
4334,170903,F
4339,120101,F
4339,120102,F
4339,170405,F
4339,190102,F
4339,101206,F
4339,191001,F
4339,191202,F
4339,100210,F
4339,160117,F
4339,170402,F
4339,170401,F
4339,170403,F
4339,110501,F
4339,120103,F
4339,120104,F
4339,170404,F
4339,170406,F
4339,191002,F
4339,191203,F
4339,160118,F
4339,170411,F
4339,150104,F
4339,170407,F
4339,020110,F
4339,200140,F
4339,020104,F
4339,150102,F
4339,120105,F
4339,170203,F
4339,191204,F
4339,070213,F
4339,160119,F
4339,200139,F
4339,030105,F
4339,030101,F
4339,030301,F
4339,150103,F
4339,170201,F
4339,191207,F
4339,030104,F
4339,200138,F
4339,200137,F
4339,191206,F
4339,170101,F
4339,170102,F
4339,170103,F
4339,170107,F
4339,170508,F
4339,170802,F
4339,170302,F
4339,170604,F
4339,170904,F
4339,170106,F
4339,170507,F
4339,170801,F
4339,170301,F
4339,170303,F
4339,170204,F
4339,170603,F
4339,170901,F
4339,170903,F
4391,120101,F
4391,120102,F
4391,170405,F
4391,190102,F
4391,101206,F
4391,191001,F
4391,191202,F
4391,100210,F
4391,160117,F
4391,170402,F
4391,170401,F
4391,170403,F
4391,110501,F
4391,120103,F
4391,120104,F
4391,170404,F
4391,170406,F
4391,191002,F
4391,191203,F
4391,160118,F
4391,170411,F
4391,150104,F
4391,170407,F
4391,020110,F
4391,200140,F
4391,020104,F
4391,150102,F
4391,120105,F
4391,170203,F
4391,191204,F
4391,070213,F
4391,160119,F
4391,200139,F
4391,030105,F
4391,030101,F
4391,030301,F
4391,150103,F
4391,170201,F
4391,191207,F
4391,030104,F
4391,200138,F
4391,200137,F
4391,191206,F
4391,170101,F
4391,170102,F
4391,170103,F
4391,170107,F
4391,170508,F
4391,170802,F
4391,170302,F
4391,170604,F
4391,170904,F
4391,170106,F
4391,170507,F
4391,170801,F
4391,170301,F
4391,170303,F
4391,170204,F
4391,170603,F
4391,170901,F
4391,170903,F
4399,120101,F
4399,120102,F
4399,170405,F
4399,190102,F
4399,101206,F
4399,191001,F
4399,191202,F
4399,100210,F
4399,160117,F
4399,170402,F
4399,170401,F
4399,170403,F
4399,110501,F
4399,120103,F
4399,120104,F
4399,170404,F
4399,170406,F
4399,191002,F
4399,191203,F
4399,160118,F
4399,170411,F
4399,150104,F
4399,170407,F
4399,020110,F
4399,200140,F
4399,020104,F
4399,150102,F
4399,120105,F
4399,170203,F
4399,191204,F
4399,070213,F
4399,160119,F
4399,200139,F
4399,030105,F
4399,030101,F
4399,030301,F
4399,150103,F
4399,170201,F
4399,191207,F
4399,030104,F
4399,200138,F
4399,200137,F
4399,191206,F
4399,170101,F
4399,170102,F
4399,170103,F
4399,170107,F
4399,170508,F
4399,170802,F
4399,170302,F
4399,170604,F
4399,170904,F
4399,170106,F
4399,170507,F
4399,170801,F
4399,170301,F
4399,170303,F
4399,170204,F
4399,170603,F
4399,170901,F
4399,170903,F
5010,160801,H
5010,160803,H
5010,160804,H
5010,160802,H
5010,160805,H
5010,160806,H
5010,160807,H
5010,030302,H
5010,040104,H
5010,040105,H
5010,100302,H
5010,110203,H
5010,150203,H
5010,190903,H
5010,190904,H
5010,190905,H
5010,190906,H
5010,061303,H
5010,050117,H
5010,050107,H
5010,050108,H
5010,050601,H
5010,050603,H
5010,050106,H
5010,040103,H
5010,060703,H
5010,070101,H
5010,070107,H
5010,070108,H
5010,070201,H
5010,070207,H
5010,070208,H
5010,070301,H
5010,070307,H
5010,070308,H
5010,070401,H
5010,070407,H
5010,070408,H
5010,070501,H
5010,070507,H
5010,070508,H
5010,070601,H
5010,070607,H
5010,070608,H
5010,070701,H
5010,070707,H
5010,070708,H
5010,090113,H
5010,050115,H
5010,060702,H
5010,070109,H
5010,070110,H
5010,070209,H
5010,070210,H
5010,070309,H
5010,070310,H
5010,070409,H
5010,070410,H
5010,070509,H
5010,070510,H
5010,070609,H
5010,070610,H
5010,070709,H
5010,070710,H
5010,100125,H
5010,100318,H
5010,100813,H
5010,100814,H
5010,200141,H
5010,100317,H
5010,100812,H
5010,130401,H
5010,130402,H
5010,130403,H
5010,130501,H
5010,130502,H
5010,130503,H
5010,130507,H
5010,130508,H
5010,130701,H
5010,130702,H
5010,130703,H
5010,130801,H
5010,130802,H
5010,130899,H
5010,160709,H
5010,190207,H
5010,110112,H
5010,110111,H
5010,110115,H
5010,150202,H
5010,190110,H
5010,190806,H
5010,190807,H
5010,190808,H
5010,061305,H
5010,061302,H
5010,191102,H
5010,191101,H
5020,160801,H
5020,160803,H
5020,160804,H
5020,160802,H
5020,160805,H
5020,160806,H
5020,160807,H
5020,030302,H
5020,040104,H
5020,040105,H
5020,100302,H
5020,110203,H
5020,150203,H
5020,190903,H
5020,190904,H
5020,190905,H
5020,190906,H
5020,061303,H
5020,050117,H
5020,050107,H
5020,050108,H
5020,050601,H
5020,050603,H
5020,050106,H
5020,040103,H
5020,060703,H
5020,070101,H
5020,070107,H
5020,070108,H
5020,070201,H
5020,070207,H
5020,070208,H
5020,070301,H
5020,070307,H
5020,070308,H
5020,070401,H
5020,070407,H
5020,070408,H
5020,070501,H
5020,070507,H
5020,070508,H
5020,070601,H
5020,070607,H
5020,070608,H
5020,070701,H
5020,070707,H
5020,070708,H
5020,090113,H
5020,050115,H
5020,060702,H
5020,070109,H
5020,070110,H
5020,070209,H
5020,070210,H
5020,070309,H
5020,070310,H
5020,070409,H
5020,070410,H
5020,070509,H
5020,070510,H
5020,070609,H
5020,070610,H
5020,070709,H
5020,070710,H
5020,100125,H
5020,100318,H
5020,100813,H
5020,100814,H
5020,200141,H
5020,100317,H
5020,100812,H
5020,130401,H
5020,130402,H
5020,130403,H
5020,130501,H
5020,130502,H
5020,130503,H
5020,130507,H
5020,130508,H
5020,130701,H
5020,130702,H
5020,130703,H
5020,130801,H
5020,130802,H
5020,130899,H
5020,160709,H
5020,190207,H
5020,110112,H
5020,110111,H
5020,110115,H
5020,150202,H
5020,190110,H
5020,190806,H
5020,190807,H
5020,190808,H
5020,061305,H
5020,061302,H
5020,191102,H
5020,191101,H
5030,160801,H
5030,160803,H
5030,160804,H
5030,160802,H
5030,160805,H
5030,160806,H
5030,160807,H
5030,030302,H
5030,040104,H
5030,040105,H
5030,100302,H
5030,110203,H
5030,150203,H
5030,190903,H
5030,190904,H
5030,190905,H
5030,190906,H
5030,061303,H
5030,050117,H
5030,050107,H
5030,050108,H
5030,050601,H
5030,050603,H
5030,050106,H
5030,040103,H
5030,060703,H
5030,070101,H
5030,070107,H
5030,070108,H
5030,070201,H
5030,070207,H
5030,070208,H
5030,070301,H
5030,070307,H
5030,070308,H
5030,070401,H
5030,070407,H
5030,070408,H
5030,070501,H
5030,070507,H
5030,070508,H
5030,070601,H
5030,070607,H
5030,070608,H
5030,070701,H
5030,070707,H
5030,070708,H
5030,090113,H
5030,050115,H
5030,060702,H
5030,070109,H
5030,070110,H
5030,070209,H
5030,070210,H
5030,070309,H
5030,070310,H
5030,070409,H
5030,070410,H
5030,070509,H
5030,070510,H
5030,070609,H
5030,070610,H
5030,070709,H
5030,070710,H
5030,100125,H
5030,100318,H
5030,100813,H
5030,100814,H
5030,200141,H
5030,100317,H
5030,100812,H
5030,130401,H
5030,130402,H
5030,130403,H
5030,130501,H
5030,130502,H
5030,130503,H
5030,130507,H
5030,130508,H
5030,130701,H
5030,130702,H
5030,130703,H
5030,130801,H
5030,130802,H
5030,130899,H
5030,160709,H
5030,190207,H
5030,110112,H
5030,110111,H
5030,110115,H
5030,150202,H
5030,190110,H
5030,190806,H
5030,190807,H
5030,190808,H
5030,061305,H
5030,061302,H
5030,191102,H
5030,191101,H
5040,160801,H
5040,160803,H
5040,160804,H
5040,160802,H
5040,160805,H
5040,160806,H
5040,160807,H
5040,030302,H
5040,040104,H
5040,040105,H
5040,100302,H
5040,110203,H
5040,150203,H
5040,190903,H
5040,190904,H
5040,190905,H
5040,190906,H
5040,061303,H
5040,050117,H
5040,050107,H
5040,050108,H
5040,050601,H
5040,050603,H
5040,050106,H
5040,040103,H
5040,060703,H
5040,070101,H
5040,070107,H
5040,070108,H
5040,070201,H
5040,070207,H
5040,070208,H
5040,070301,H
5040,070307,H
5040,070308,H
5040,070401,H
5040,070407,H
5040,070408,H
5040,070501,H
5040,070507,H
5040,070508,H
5040,070601,H
5040,070607,H
5040,070608,H
5040,070701,H
5040,070707,H
5040,070708,H
5040,090113,H
5040,050115,H
5040,060702,H
5040,070109,H
5040,070110,H
5040,070209,H
5040,070210,H
5040,070309,H
5040,070310,H
5040,070409,H
5040,070410,H
5040,070509,H
5040,070510,H
5040,070609,H
5040,070610,H
5040,070709,H
5040,070710,H
5040,100125,H
5040,100318,H
5040,100813,H
5040,100814,H
5040,200141,H
5040,100317,H
5040,100812,H
5040,130401,H
5040,130402,H
5040,130403,H
5040,130501,H
5040,130502,H
5040,130503,H
5040,130507,H
5040,130508,H
5040,130701,H
5040,130702,H
5040,130703,H
5040,130801,H
5040,130802,H
5040,130899,H
5040,160709,H
5040,190207,H
5040,110112,H
5040,110111,H
5040,110115,H
5040,150202,H
5040,190110,H
5040,190806,H
5040,190807,H
5040,190808,H
5040,061305,H
5040,061302,H
5040,191102,H
5040,191101,H
8610,160801,Q
8610,160803,Q
8610,160804,Q
8610,160802,Q
8610,160805,Q
8610,160806,Q
8610,160807,Q
8610,030302,Q
8610,040104,Q
8610,040105,Q
8610,100302,Q
8610,110203,Q
8610,150203,Q
8610,190903,Q
8610,190904,Q
8610,190905,Q
8610,190906,Q
8610,061303,Q
8610,050117,Q
8610,050107,Q
8610,050108,Q
8610,050601,Q
8610,050603,Q
8610,050106,Q
8610,040103,Q
8610,060703,Q
8610,070101,Q
8610,070107,Q
8610,070108,Q
8610,070201,Q
8610,070207,Q
8610,070208,Q
8610,070301,Q
8610,070307,Q
8610,070308,Q
8610,070401,Q
8610,070407,Q
8610,070408,Q
8610,070501,Q
8610,070507,Q
8610,070508,Q
8610,070601,Q
8610,070607,Q
8610,070608,Q
8610,070701,Q
8610,070707,Q
8610,070708,Q
8610,090113,Q
8610,050115,Q
8610,060702,Q
8610,070109,Q
8610,070110,Q
8610,070209,Q
8610,070210,Q
8610,070309,Q
8610,070310,Q
8610,070409,Q
8610,070410,Q
8610,070509,Q
8610,070510,Q
8610,070609,Q
8610,070610,Q
8610,070709,Q
8610,070710,Q
8610,100125,Q
8610,100318,Q
8610,100813,Q
8610,100814,Q
8610,200141,Q
8610,100317,Q
8610,100812,Q
8610,130401,Q
8610,130402,Q
8610,130403,Q
8610,130501,Q
8610,130502,Q
8610,130503,Q
8610,130507,Q
8610,130508,Q
8610,130701,Q
8610,130702,Q
8610,130703,Q
8610,130801,Q
8610,130802,Q
8610,130899,Q
8610,160709,Q
8610,190207,Q
8610,110112,Q
8610,110111,Q
8610,110115,Q
8610,150202,Q
8610,190110,Q
8610,190806,Q
8610,190807,Q
8610,190808,Q
8610,061305,Q
8610,061302,Q
8610,191102,Q
8610,191101,Q
8621,160801,Q
8621,160803,Q
8621,160804,Q
8621,160802,Q
8621,160805,Q
8621,160806,Q
8621,160807,Q
8621,030302,Q
8621,040104,Q
8621,040105,Q
8621,100302,Q
8621,110203,Q
8621,150203,Q
8621,190903,Q
8621,190904,Q
8621,190905,Q
8621,190906,Q
8621,061303,Q
8621,050117,Q
8621,050107,Q
8621,050108,Q
8621,050601,Q
8621,050603,Q
8621,050106,Q
8621,040103,Q
8621,060703,Q
8621,070101,Q
8621,070107,Q
8621,070108,Q
8621,070201,Q
8621,070207,Q
8621,070208,Q
8621,070301,Q
8621,070307,Q
8621,070308,Q
8621,070401,Q
8621,070407,Q
8621,070408,Q
8621,070501,Q
8621,070507,Q
8621,070508,Q
8621,070601,Q
8621,070607,Q
8621,070608,Q
8621,070701,Q
8621,070707,Q
8621,070708,Q
8621,090113,Q
8621,050115,Q
8621,060702,Q
8621,070109,Q
8621,070110,Q
8621,070209,Q
8621,070210,Q
8621,070309,Q
8621,070310,Q
8621,070409,Q
8621,070410,Q
8621,070509,Q
8621,070510,Q
8621,070609,Q
8621,070610,Q
8621,070709,Q
8621,070710,Q
8621,100125,Q
8621,100318,Q
8621,100813,Q
8621,100814,Q
8621,200141,Q
8621,100317,Q
8621,100812,Q
8621,130401,Q
8621,130402,Q
8621,130403,Q
8621,130501,Q
8621,130502,Q
8621,130503,Q
8621,130507,Q
8621,130508,Q
8621,130701,Q
8621,130702,Q
8621,130703,Q
8621,130801,Q
8621,130802,Q
8621,130899,Q
8621,160709,Q
8621,190207,Q
8621,110112,Q
8621,110111,Q
8621,110115,Q
8621,150202,Q
8621,190110,Q
8621,190806,Q
8621,190807,Q
8621,190808,Q
8621,061305,Q
8621,061302,Q
8621,191102,Q
8621,191101,Q
8622,160801,Q
8622,160803,Q
8622,160804,Q
8622,160802,Q
8622,160805,Q
8622,160806,Q
8622,160807,Q
8622,030302,Q
8622,040104,Q
8622,040105,Q
8622,100302,Q
8622,110203,Q
8622,150203,Q
8622,190903,Q
8622,190904,Q
8622,190905,Q
8622,190906,Q
8622,061303,Q
8622,050117,Q
8622,050107,Q
8622,050108,Q
8622,050601,Q
8622,050603,Q
8622,050106,Q
8622,040103,Q
8622,060703,Q
8622,070101,Q
8622,070107,Q
8622,070108,Q
8622,070201,Q
8622,070207,Q
8622,070208,Q
8622,070301,Q
8622,070307,Q
8622,070308,Q
8622,070401,Q
8622,070407,Q
8622,070408,Q
8622,070501,Q
8622,070507,Q
8622,070508,Q
8622,070601,Q
8622,070607,Q
8622,070608,Q
8622,070701,Q
8622,070707,Q
8622,070708,Q
8622,090113,Q
8622,050115,Q
8622,060702,Q
8622,070109,Q
8622,070110,Q
8622,070209,Q
8622,070210,Q
8622,070309,Q
8622,070310,Q
8622,070409,Q
8622,070410,Q
8622,070509,Q
8622,070510,Q
8622,070609,Q
8622,070610,Q
8622,070709,Q
8622,070710,Q
8622,100125,Q
8622,100318,Q
8622,100813,Q
8622,100814,Q
8622,200141,Q
8622,100317,Q
8622,100812,Q
8622,130401,Q
8622,130402,Q
8622,130403,Q
8622,130501,Q
8622,130502,Q
8622,130503,Q
8622,130507,Q
8622,130508,Q
8622,130701,Q
8622,130702,Q
8622,130703,Q
8622,130801,Q
8622,130802,Q
8622,130899,Q
8622,160709,Q
8622,190207,Q
8622,110112,Q
8622,110111,Q
8622,110115,Q
8622,150202,Q
8622,190110,Q
8622,190806,Q
8622,190807,Q
8622,190808,Q
8622,061305,Q
8622,061302,Q
8622,191102,Q
8622,191101,Q
8623,160801,Q
8623,160803,Q
8623,160804,Q
8623,160802,Q
8623,160805,Q
8623,160806,Q
8623,160807,Q
8623,030302,Q
8623,040104,Q
8623,040105,Q
8623,100302,Q
8623,110203,Q
8623,150203,Q
8623,190903,Q
8623,190904,Q
8623,190905,Q
8623,190906,Q
8623,061303,Q
8623,050117,Q
8623,050107,Q
8623,050108,Q
8623,050601,Q
8623,050603,Q
8623,050106,Q
8623,040103,Q
8623,060703,Q
8623,070101,Q
8623,070107,Q
