Produced;Treated;Amount;tag;colour
POINT (4.85 52.37);POINT (5.00 52.50);6,16;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.85 52.41);POINT (4.69 52.37);12,6;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.85 52.41);POINT (5.24 52.30);0,39;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.40);POINT (4.66 52.47);3,14;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.35);POINT (5.24 52.30);1,38;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.37);POINT (4.73 52.43);132,74;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.33);POINT (4.68 52.37);0,26;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.39);POINT (4.73 52.43);648,5;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.39);POINT (5.24 52.30);47,76;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.35);POINT (4.68 52.37);6,28;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.40);POINT (5.24 52.30);3,14;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.40);POINT (5.50 52.47);1,454;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.41);POINT (5.24 52.30);6,36;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.73 52.43);12,56;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.37);POINT (4.69 52.37);13,94;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.40);POINT (5.24 52.30);15,75;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.34);POINT (4.69 52.37);7,18;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.40);POINT (5.24 52.30);12,84;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.35);POINT (4.69 52.37);534,66;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.35);POINT (4.73 52.43);58,76;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.37);POINT (4.69 52.37);4,36;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.37);POINT (4.73 52.43);5,02;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.38);POINT (4.69 52.37);1046,24;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.39);POINT (4.73 52.43);7,92;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.39);POINT (5.24 52.40);2,62;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.39);POINT (5.24 52.41);2031,86;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.33);POINT (5.24 52.30);6,53;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.39);POINT (4.69 52.37);2075,58;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.39);POINT (5.23 52.40);12,52;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.39);POINT (5.24 52.30);0,36;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.39);POINT (5.24 52.40);381,2;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (5.24 52.30);0,05;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.33);POINT (4.68 52.37);4,28;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.37);POINT (5.24 52.40);44;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.38);POINT (5.24 52.30);2,94;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.34);POINT (4.69 52.37);7,62;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.38);POINT (5.24 52.30);24,36;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.73 52.43);395,08;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.73 52.43);1,18;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.69 52.37);497,96;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.73 52.43);596,82;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.35);POINT (5.24 52.30);3,82;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.34);POINT (4.69 52.37);379,32;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.34);POINT (4.73 52.43);39,82;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (5.00 52.50);0,2;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.33);POINT (4.73 52.43);35,62;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.39);POINT (5.24 52.30);17,403;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.35);POINT (4.69 52.37);308,4;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.35);POINT (4.69 52.37);1,6;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.38);POINT (5.24 52.30);7,56;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.40);POINT (4.66 52.47);2,6;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.40);POINT (5.54 52.49);22,26;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.38);POINT (4.65 52.38);4,508;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.37);POINT (5.08 52.50);3,8;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.37);POINT (5.24 52.40);1,01;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.39);POINT (5.24 52.30);0,502;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.34);POINT (4.76 52.24);27,18;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.33);POINT (4.73 52.43);8,78;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.73 52.43);30,78;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (5.14 52.22);2,06;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.39);POINT (4.69 52.37);145,6;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.41);POINT (5.24 52.30);8,32;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.38);POINT (4.73 52.43);5,8;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.69 52.37);324,74;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.73 52.43);86,82;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.37);POINT (5.24 52.30);16,8;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.73 52.43);50,38;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.38);POINT (5.24 52.30);92,64;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.35);POINT (4.69 52.37);1295,46;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.35);POINT (4.73 52.43);8,36;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.69 52.37);211,2;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.73 52.43);192,04;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.39);POINT (5.24 52.30);16;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.38);POINT (5.00 52.50);0,08;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.32);POINT (5.24 52.30);1,7;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.68 52.37);0,38;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.40);POINT (4.73 52.43);0,28;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.37);POINT (4.73 52.43);5,52;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.37);POINT (4.76 52.24);16,76;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.37);POINT (5.24 52.30);73,34;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.34);POINT (5.24 52.30);0,338;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.34);POINT (4.73 52.43);834,4;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.35);POINT (4.69 52.37);359,02;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.35);POINT (4.73 52.43);22,38;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.69 52.37);375,36;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.73 52.43);281,663;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.34);POINT (5.24 52.30);3,46;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.73 52.43);1034,9;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.39);POINT (5.24 52.30);2,72;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.35);POINT (4.69 52.37);20,18;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.38);POINT (4.65 52.38);1,72;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.37);POINT (5.00 52.50);1,57;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.33);POINT (5.24 52.30);0,2;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.38);POINT (4.73 52.43);2,72;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.35);POINT (4.69 52.37);27,96;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.35);POINT (5.24 52.28);18,68;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.36);POINT (4.69 52.37);2,8;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.41);POINT (4.66 52.47);69,62;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.41);POINT (4.69 52.37);10372,5;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.41);POINT (4.69 52.37);33,22;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.41);POINT (4.73 52.43);1,9;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.41);POINT (5.12 52.26);17,92;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.41);POINT (5.24 52.28);34,64;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.41);POINT (5.24 52.41);9,34;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.33);POINT (4.66 52.47);116,06;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.33);POINT (5.24 52.30);0,36;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.35);POINT (4.66 52.47);35,89;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.86 52.34);POINT (4.73 52.43);1,98;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.42);POINT (5.24 52.30);1,2;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.65 52.44);18,64;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (5.24 52.30);0,151;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.38);POINT (4.73 52.43);1,66;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.38);POINT (5.24 52.30);0,7;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (5.24 52.30);0,1;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.73 52.43);197,2;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (4.76 52.24);74,18;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.40);POINT (4.66 52.47);193,49;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.40);POINT (5.24 52.30);41,36;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (5.00 52.50);2,28;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (4.73 52.43);1,88;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.32);POINT (5.24 52.30);1,88;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.41);POINT (4.66 52.47);2,76;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.41);POINT (4.69 52.37);19;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (4.76 52.24);36,28;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.73 52.43);20,28;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (5.00 52.50);0,7;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (4.66 52.47);2,3;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (4.65 52.38);0,282;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (5.24 52.30);8,66;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.73 52.43);39,08;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (4.69 52.37);735,54;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (4.76 52.24);21,26;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (4.69 52.37);222,42;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (4.78 52.42);5,62;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.38);POINT (4.73 52.43);11,74;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (4.69 52.37);150,26;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (4.73 52.43);13,04;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.73 52.43);11,08;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (5.00 52.50);0,04;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (4.69 52.37);205,14;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (5.00 52.50);4,8;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (5.14 52.22);0,56;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.38);POINT (4.78 52.42);177,52;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (5.11 52.31);1,84;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (5.12 52.26);11,08;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (4.69 52.37);3,14;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.38);POINT (5.50 52.47);0,874;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.32);POINT (5.24 52.30);2,34;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.73 52.43);6,28;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (4.69 52.37);152,56;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (4.73 52.43);61,1;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (4.69 52.37);232,88;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.41);POINT (5.24 52.30);2,59;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (4.76 52.24);38,28;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (4.69 52.37);41,5;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (4.73 52.43);31,64;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (5.24 52.30);3,8;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.73 52.43);2,28;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (4.69 52.37);1707,24;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (4.69 52.37);1336,1;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (4.73 52.43);74,32;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (4.76 52.24);218,96;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (4.79 52.50);245,02;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (5.17 52.24);450,5;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (5.23 52.40);2,05;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (5.24 52.30);50,51;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (5.24 52.30);3,06;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.32);POINT (4.73 52.43);23,14;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.33);POINT (4.66 52.47);2,06;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.33);POINT (4.76 52.24);8,96;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.33);POINT (5.24 52.30);4,39;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.73 52.43);299,8;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.41);POINT (4.73 52.43);581,42;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.41);POINT (5.11 52.31);1213,88;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.41);POINT (5.24 52.30);30,05;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (4.73 52.43);2,42;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.33);POINT (5.24 52.30);6,34;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (5.24 52.30);1,28;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (5.00 52.50);0,08;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (5.00 52.50);0,07;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.73 52.43);93,92;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.38);POINT (4.69 52.37);60,22;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.38);POINT (4.73 52.43);88,7;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.41);POINT (5.24 52.30);4,1;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.41);POINT (4.69 52.37);131,22;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.41);POINT (4.70 52.29);24,06;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.41);POINT (5.11 52.31);86,68;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (5.24 52.30);0,054;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (5.24 52.30);3,76;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (4.73 52.43);0,24;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.41);POINT (5.24 52.30);4,26;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.73 52.43);434,54;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (4.73 52.43);351,14;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (5.24 52.30);0,52;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.66 52.47);0,96;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (5.24 52.41);13,06;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.76 52.24);32,04;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (4.69 52.37);6,96;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.38);POINT (4.78 52.42);20,98;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (5.24 52.30);2,8;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (5.00 52.50);1,4;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (5.24 52.30);0,08;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (5.00 52.50);0,34;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (5.24 52.30);0,55;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (4.73 52.43);248,26;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (4.69 52.37);39,42;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (4.73 52.43);2417,02;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (5.24 52.40);160,78;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.69 52.37);54,48;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.73 52.43);35,64;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (5.11 52.31);2,66;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.38);POINT (4.65 52.47);6,48;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (4.88 52.29);982,8;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (5.24 52.30);15,25;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (4.69 52.37);42,56;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (4.73 52.43);2,98;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (4.69 52.37);70,54;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (4.73 52.43);39,6;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.73 52.43);17,46;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (4.69 52.37);688,12;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (4.73 52.43);51,8;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (4.73 52.43);193,899;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (5.00 52.50);2,58;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (5.24 52.30);1,05;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (5.24 52.30);1,12;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.39);POINT (4.68 52.37);5,2;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (5.24 52.30);10,62;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (4.73 52.43);226,76;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (5.24 52.30);2,6;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.36);POINT (4.76 52.24);17,66;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (4.73 52.43);6,98;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.41);POINT (5.24 52.30);4,1;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (4.69 52.37);321,3;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (4.73 52.43);266,88;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.38);POINT (5.00 52.50);0,04;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.32);POINT (4.68 52.37);0,24;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (4.73 52.43);36;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (4.73 52.43);21,16;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (5.24 52.30);8,02;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.41);POINT (5.50 52.47);1,105;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.38);POINT (4.73 52.43);184,64;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (5.24 52.30);0,92;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (5.53 52.49);4,16;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.37);POINT (5.24 52.30);8,1;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (4.73 52.43);12,3;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (5.24 52.30);10,235;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.35);POINT (5.50 52.47);0,145;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.87 52.34);POINT (5.00 52.50);0,3;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.69 52.37);141,3;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (5.14 52.22);0,18;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.69 52.37);15,6;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.73 52.43);25,92;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (4.73 52.43);1,32;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (5.00 52.50);1,14;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.41);POINT (4.69 52.37);7,18;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.78 52.42);6,56;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (4.73 52.43);186,92;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.38);POINT (4.73 52.43);630,46;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.36);POINT (4.69 52.37);201,76;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.39);POINT (4.76 52.24);443,66;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.37);POINT (4.73 52.43);88,66;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.35);POINT (5.14 52.22);16,3;Waste treated in the metropolitan region;rgb(106,193,166)
POINT (4.88 52.38);POINT (4.73 52.43);336,98;Waste treated in the metropolitan region;rgb(106,193,166)
