Produced;Treated;Amount;tag;colour
POINT (4.92 52.38);POINT (4.79 52.40);1,03;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.38);POINT (4.78 52.42);9,8;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.35);POINT (4.86 52.42);2014,32;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.34);POINT (4.83 52.41);3,84;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.34);POINT (4.82 52.41);19,4;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.40);POINT (4.82 52.41);7,66;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.34);POINT (4.82 52.41);10,84;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.38);POINT (4.85 52.40);0,26;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.36);POINT (4.79 52.40);0,044;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.36);POINT (4.83 52.41);6,82;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.38);POINT (4.83 52.41);0,4;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.37);POINT (4.78 52.42);27,02;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.38);POINT (4.83 52.41);77,3;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.38);POINT (4.79 52.40);0,515;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.33);POINT (4.85 52.40);0,3;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.38);POINT (4.79 52.40);48,842;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.34);POINT (4.82 52.41);0,2;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.35);POINT (4.82 52.41);0,2;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.33);POINT (4.82 52.40);172,85;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.38);POINT (4.79 52.40);0,04;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.36);POINT (4.79 52.40);0,022;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.34);POINT (4.82 52.41);0,03;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.36);POINT (4.82 52.41);0,02;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.36);POINT (4.79 52.40);0,006;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.36);POINT (4.82 52.41);0,08;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.33);POINT (4.79 52.40);0,016;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.38);POINT (4.86 52.39);2,6;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.37);POINT (4.82 52.41);3791,62;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.37);POINT (4.86 52.39);6593,091;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.37);POINT (4.78 52.42);574,64;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.35);POINT (4.78 52.42);46,42;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.39);POINT (4.82 52.41);0,02;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.34);POINT (4.82 52.41);0,2;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.36);POINT (4.82 52.41);0,1;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.37);POINT (4.82 52.40);69,04;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.37);POINT (4.83 52.41);148,78;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.33);POINT (4.78 52.42);100,58;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.33);POINT (4.82 52.41);15,38;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.33);POINT (4.86 52.39);6,92;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.37);POINT (4.82 52.41);27,58;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.33);POINT (4.78 52.42);27,54;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.36);POINT (4.82 52.41);13,92;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.36);POINT (4.76 52.39);745,79;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.35);POINT (4.82 52.41);5,16;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.39);POINT (4.82 52.41);0,04;Locally treated waste;rgb(156,9,67)
POINT (4.92 52.36);POINT (4.82 52.41);0,095;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.39);POINT (4.78 52.42);188,38;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.79 52.40);0,165;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.82 52.41);11,58;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.36);POINT (4.82 52.41);0,06;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.30);POINT (4.82 52.41);40,34;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.38);POINT (4.85 52.40);0,4;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.39);POINT (4.82 52.41);0,04;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.40);POINT (4.83 52.41);4,72;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.39);POINT (4.82 52.41);0,2;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.76 52.39);427,1;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.78 52.42);668,16;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.79 52.40);20065,3;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.79 52.40);14563,64;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.39);POINT (4.82 52.41);0,02;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.82 52.41);0,27;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.34);POINT (4.76 52.39);139,58;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.39);POINT (4.82 52.41);46,1;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.39);POINT (4.86 52.42);4832,19;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.78 52.41);80,7;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.34);POINT (4.76 52.39);8207,36;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.34);POINT (4.82 52.40);2,55;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.34);POINT (4.82 52.41);9,7;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.34);POINT (4.86 52.42);12304,53;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.33);POINT (4.79 52.40);0,44;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.82 52.41);0,01;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.39);POINT (4.79 52.40);0,252;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.34);POINT (4.82 52.41);1,62;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.82 52.41);0,105;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.30);POINT (4.79 52.40);2,357;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.37);POINT (4.82 52.41);6,7;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.82 52.41);117,6;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.40);POINT (4.79 52.40);4984,1;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.40);POINT (4.79 52.40);20270,92;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.79 52.40);0,123;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.79 52.40);0,005;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.30);POINT (4.79 52.40);0,299;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.30);POINT (4.85 52.40);10,77;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.39);POINT (4.76 52.39);120,82;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.33);POINT (4.86 52.39);0,76;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.30);POINT (4.85 52.40);5,92;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.39);POINT (4.76 52.39);59,7;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.39);POINT (4.83 52.41);14,36;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.39);POINT (4.86 52.42);89,64;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.36);POINT (4.86 52.39);1,62;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.82 52.41);1,18;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.34);POINT (4.81 52.39);222,553;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.36);POINT (4.78 52.42);20,66;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.38);POINT (4.79 52.40);23,02;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.38);POINT (4.82 52.41);90,4;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.36);POINT (4.86 52.39);0,54;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.36);POINT (4.76 52.39);388,4;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.36);POINT (4.83 52.41);5,54;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.36);POINT (4.78 52.42);7;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.36);POINT (4.82 52.41);20,42;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.37);POINT (4.82 52.41);0,03;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.31);POINT (4.82 52.41);2,14;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.30);POINT (4.82 52.41);1,88;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.79 52.40);0,038;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.40);POINT (4.82 52.41);0,02;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.39);POINT (4.78 52.42);185,78;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.39);POINT (4.82 52.41);2;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.36);POINT (4.82 52.40);441,381;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.40);POINT (4.82 52.41);0,1;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.40);POINT (4.82 52.41);0,04;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.40);POINT (4.82 52.41);0,06;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.30);POINT (4.82 52.41);27,66;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.40);POINT (4.82 52.41);0,05;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.33);POINT (4.78 52.39);431,68;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.33);POINT (4.79 52.40);10,633;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.33);POINT (4.81 52.39);19,726;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.33);POINT (4.82 52.40);150,086;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.33);POINT (4.82 52.41);1412,06;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.33);POINT (4.86 52.39);3440,94;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.30);POINT (4.79 52.40);0,389;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.34);POINT (4.82 52.41);66,14;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.39);POINT (4.83 52.41);20,56;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.40);POINT (4.82 52.41);5,4;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.37);POINT (4.76 52.39);3428,11;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.37);POINT (4.78 52.39);12,22;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.37);POINT (4.86 52.42);268,66;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.30);POINT (4.85 52.40);7,74;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.38);POINT (4.86 52.41);32,08;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.37);POINT (4.79 52.40);0,004;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.40);POINT (4.82 52.41);0,06;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.36);POINT (4.85 52.40);0,5;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.36);POINT (4.85 52.40);1,2;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.30);POINT (4.79 52.40);0,024;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.40);POINT (4.82 52.41);0,04;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.36);POINT (4.79 52.40);0,015;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.40);POINT (4.82 52.41);0,14;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.40);POINT (4.82 52.41);0,1;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.40);POINT (4.82 52.41);0,1;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.86 52.39);1,326;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.35);POINT (4.82 52.41);1,56;Locally treated waste;rgb(156,9,67)
POINT (4.93 52.39);POINT (4.78 52.42);144,8;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.35);POINT (4.82 52.41);0,48;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.39);POINT (4.82 52.41);0,88;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.82 52.40);78,39;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.37);POINT (4.82 52.41);2,1;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.40);POINT (4.82 52.41);0,66;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.79 52.40);0,327;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.40);POINT (4.78 52.42);6,86;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.30);POINT (4.82 52.40);21,71;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.30);POINT (4.85 52.40);0,75;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.30);POINT (4.82 52.40);6,76;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.30);POINT (4.86 52.39);48,52;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.30);POINT (4.82 52.41);10,96;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.30);POINT (4.86 52.39);2,04;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.30);POINT (4.78 52.39);60,69;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.34);POINT (4.78 52.42);2,24;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.40);POINT (4.78 52.39);3,02;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.29);POINT (4.85 52.40);2,5;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.35);POINT (4.82 52.41);20,76;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.39);POINT (4.82 52.41);0,015;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.35);POINT (4.78 52.42);0,62;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.31);POINT (4.83 52.41);26,66;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.30);POINT (4.79 52.40);0,246;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.30);POINT (4.79 52.40);0,754;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.31);POINT (4.82 52.40);1;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.31);POINT (4.79 52.39);64,4;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.29);POINT (4.83 52.41);24,3;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.82 52.41);4,06;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.31);POINT (4.82 52.41);0,04;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.40);POINT (4.82 52.41);3,1;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.31);POINT (4.82 52.41);0,02;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.30);POINT (4.82 52.40);0,34;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.31);POINT (4.82 52.41);5,06;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.34);POINT (4.78 52.42);1,6;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.79 52.40);0,006;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.81 52.39);0,04;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.86 52.42);76,2;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.30);POINT (4.82 52.40);98,26;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.39);POINT (4.79 52.40);0,031;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.31);POINT (4.82 52.41);4,26;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.29);POINT (4.85 52.40);15,7;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.37);POINT (4.79 52.40);2,773;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.29);POINT (4.79 52.40);12255,92;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.29);POINT (4.79 52.40);3855,22;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.29);POINT (4.82 52.41);351,74;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.29);POINT (4.86 52.39);85,78;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.40);POINT (4.79 52.40);2,32;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.79 52.40);0,005;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.82 52.41);0,045;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.31);POINT (4.82 52.40);141,919;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.31);POINT (4.82 52.41);0,095;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.32);POINT (4.79 52.40);0,014;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.40);POINT (4.82 52.41);0,02;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.30);POINT (4.79 52.40);0,018;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.32);POINT (4.79 52.40);0,007;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.32);POINT (4.82 52.41);0,86;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.39);POINT (4.82 52.41);7,6;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.82 52.41);24,96;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.34);POINT (4.78 52.42);3,8;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.34);POINT (4.79 52.40);0,202;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.34);POINT (4.86 52.41);26,88;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.38);POINT (4.82 52.40);32,32;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.38);POINT (4.85 52.41);27,52;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.37);POINT (4.82 52.41);0,3;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.30);POINT (4.78 52.39);167,12;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.29);POINT (4.86 52.39);119,48;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.78 52.39);267,18;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.79 52.40);19,511;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.81 52.39);620,071;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.82 52.40);123,13;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.82 52.41);1692,3;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.86 52.39);3594,94;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.35);POINT (4.79 52.40);0,895;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.35);POINT (4.79 52.40);0,438;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.42);POINT (4.79 52.40);125,96;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.82 52.41);1210,22;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.36);POINT (4.86 52.39);1469,88;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.39);POINT (4.82 52.41);0,02;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.42);POINT (4.78 52.39);7,48;Locally treated waste;rgb(156,9,67)
POINT (4.94 52.34);POINT (4.83 52.41);4,96;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.35);POINT (4.78 52.42);179,74;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.35);POINT (4.79 52.40);0,519;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.36);POINT (4.78 52.42);58,32;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.31);POINT (4.79 52.40);4403,19;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.31);POINT (4.79 52.40);2185,1;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.36);POINT (4.81 52.39);1,013;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.31);POINT (4.83 52.41);1,02;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.29);POINT (4.82 52.41);0,055;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.35);POINT (4.86 52.39);375,24;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.35);POINT (4.79 52.40);1,749;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.35);POINT (4.79 52.40);0,252;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.31);POINT (4.78 52.39);1,26;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.30);POINT (4.82 52.40);344,463;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.35);POINT (4.86 52.42);414,34;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.29);POINT (4.79 52.40);6,591;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.30);POINT (4.83 52.41);8,28;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.31);POINT (4.76 52.39);388,9;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.31);POINT (4.82 52.40);2,62;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.37);POINT (4.78 52.42);335,86;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.39);POINT (4.76 52.39);636,16;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.39);POINT (4.86 52.42);2220,46;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.29);POINT (4.82 52.41);6,77;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.39);POINT (4.80 52.39);1,82;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.36);POINT (4.78 52.42);2201,64;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.36);POINT (4.83 52.41);428,8;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.39);POINT (4.83 52.41);3,84;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.29);POINT (4.78 52.39);19,76;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.30);POINT (4.79 52.40);0,189;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.30);POINT (4.82 52.40);2491,142;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.36);POINT (4.78 52.39);1554,68;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.36);POINT (4.82 52.41);2881,64;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.30);POINT (4.78 52.42);107,7;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.39);POINT (4.78 52.42);12,9;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.39);POINT (4.82 52.41);0,045;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.28);POINT (4.82 52.40);1,6;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.39);POINT (4.82 52.41);13,58;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.31);POINT (4.79 52.40);311,8;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.31);POINT (4.83 52.41);39,58;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.29);POINT (4.83 52.41);71,36;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.29);POINT (4.79 52.40);1425,487;Locally treated waste;rgb(156,9,67)
POINT (4.95 52.29);POINT (4.82 52.41);350,91;Locally treated waste;rgb(156,9,67)
